시군명,발생년도,발생일자,주야구분명,사고요일,사고유형_대분류,사고유형,법규위반내용,도로형태_대분류,도로형태,당사자1_대분류,당사자1_차종,당사자2_대분류,당사자2_차종,사망자수,중상자수,부상자수,부상신고자수,경상자수
안성시,2017,2017-05-19 06시,주간,금요일,차대차,추돌,안전거리 미확보,단일로,기타단일로,이륜차,이륜차,화물차,화물차,1,0,1,0,0
파주시,2017,2017-05-18 03시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
의정부시,2017,2017-05-18 00시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1,0,1,0,0
성남시,2017,2017-05-17 16시,주간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,1,0,1,0,0
화성시,2017,2017-05-17 12시,주간,수요일,차량단독,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,0,1,0,0
성남시,2017,2017-05-17 00시,야간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0
용인시,2017,2017-05-16 18시,야간,화요일,차량단독,전도전복,안전운전 의무 불이행,기타,기타,농기계,농기계,없음,없음,1,0,1,0,0
시흥시,2017,2017-05-16 04시,야간,화요일,차대차,추돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,농기계,농기계,1,0,1,0,0
포천시,2017,2017-05-15 13시,주간,월요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
의왕시,2017,2017-05-15 11시,주간,월요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로횡단보도내,특수차,특수차,자전거,자전거,1,0,1,0,0
이천시,2017,2017-05-14 00시,야간,일요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,0,3,2,0
김포시,2017,2017-05-13 22시,야간,토요일,차량단독,전도,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,없음,없음,1,0,1,0,0
부천시,2017,2017-05-12 18시,야간,금요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,자전거,자전거,1,0,1,0,0
안성시,2017,2017-05-12 10시,주간,금요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0
고양시,2017,2017-05-11 18시,야간,목요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,1,2,0,0
평택시,2017,2017-05-11 14시,주간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,0,1,0,0
남양주시,2017,2017-05-11 09시,주간,목요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,0,1,0,0
안양시,2017,2017-05-10 15시,주간,수요일,차대사람,횡단중,신호위반,교차로,교차로횡단보도내,건설기계,건설기계,보행자,보행자,1,0,1,0,0
파주시,2017,2017-05-10 11시,주간,수요일,차대차,추돌,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,승용차,화물차,화물차,1,1,2,0,0
평택시,2017,2017-05-09 17시,주간,화요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1,0,1,0,0
안산시,2017,2017-05-09 16시,주간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
안산시,2017,2017-05-09 10시,주간,화요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
의정부시,2017,2017-05-09 02시,야간,화요일,차대사람,횡단중,신호위반,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
평택시,2017,2017-05-07 08시,주간,일요일,차대차,정면충돌,신호위반,교차로,교차로내,이륜차,이륜차,화물차,화물차,1,1,4,0,2
용인시,2017,2017-05-07 02시,야간,일요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,0,1,0,0
의정부시,2017,2017-05-06 13시,주간,토요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,자전거,자전거,1,0,1,0,0
여주시,2017,2017-05-06 06시,주간,토요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,승합차,승합차,1,0,2,0,1
용인시,2017,2017-05-05 06시,주간,금요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0
파주시,2017,2017-05-05 01시,야간,금요일,차량단독,전도전복,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,1,0,1,0,0
안성시,2017,2017-05-04 01시,야간,목요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,화물차,화물차,1,0,1,0,0
시흥시,2017,2017-05-03 07시,주간,수요일,차대차,측면충돌,직진 및 우회전차의 통행방해,교차로,교차로내,건설기계,건설기계,화물차,화물차,1,2,4,0,1
김포시,2017,2017-05-02 00시,야간,화요일,차대차,추돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,화물차,화물차,1,0,2,0,1
의정부시,2017,2017-05-01 16시,주간,월요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,1,0,1,0,0
포천시,2017,2017-05-01 02시,야간,월요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,2,0,1
가평군,2017,2017-04-30 19시,야간,일요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로부근,승용차,승용차,보행자,보행자,1,0,1,0,0
부천시,2017,2017-04-30 14시,주간,일요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,1,0,1,0,0
평택시,2017,2017-04-29 17시,주간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,1,2,3,0,0
평택시,2017,2017-04-29 07시,주간,토요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,자전거,자전거,1,0,1,0,0
남양주시,2017,2017-04-28 05시,야간,금요일,차대사람,횡단중,신호위반,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,1,0,1,0,0
성남시,2017,2017-04-27 21시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1,0,1,0,0
화성시,2017,2017-04-27 21시,야간,목요일,차대차,정면충돌,과속,교차로,교차로내,승용차,승용차,이륜차,이륜차,1,0,1,0,0
김포시,2017,2017-04-26 12시,주간,수요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
화성시,2017,2017-04-25 20시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
포천시,2017,2017-04-24 20시,야간,월요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1,0,1,0,0
하남시,2017,2017-04-24 09시,주간,월요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,1,0,1,0,0
파주시,2017,2017-04-24 07시,주간,월요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0
수원시,2017,2017-04-24 04시,야간,월요일,차대사람,횡단중,신호위반,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0
동두천시,2017,2017-04-23 18시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,보행자,보행자,1,0,1,0,0
수원시,2017,2017-04-22 21시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
용인시,2017,2017-04-20 04시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
양평군,2017,2017-04-19 14시,주간,수요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,이륜차,승용차,승용차,1,0,3,0,2
수원시,2017,2017-04-19 02시,야간,수요일,차대차,정면충돌,신호위반,교차로,교차로내,이륜차,이륜차,화물차,화물차,1,0,2,1,0
동두천시,2017,2017-04-18 09시,주간,화요일,차대사람,횡단중,신호위반,기타,기타,승용차,승용차,보행자,보행자,1,0,1,0,0
화성시,2017,2017-04-17 14시,주간,월요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0
화성시,2017,2017-04-17 10시,주간,월요일,차대차,추돌,안전거리 미확보,교차로,교차로부근,승용차,승용차,화물차,화물차,1,0,3,1,1
파주시,2017,2017-04-17 00시,야간,월요일,차대차,추돌,안전운전 의무 불이행,단일로,고가도로위,화물차,화물차,건설기계,건설기계,1,0,3,0,2
양평군,2017,2017-04-16 13시,주간,일요일,차대차,기타,과속,단일로,기타단일로,이륜차,이륜차,화물차,화물차,1,0,1,0,0
수원시,2017,2017-04-16 09시,주간,일요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,1,0,1,0,0
안양시,2017,2017-04-16 00시,야간,일요일,차대차,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,원동기장치자전거,원동기장치자전거,1,1,2,0,0
화성시,2017,2017-04-16 00시,야간,일요일,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,3,1,4,0,0
이천시,2017,2017-04-16 00시,야간,일요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0
포천시,2017,2017-04-14 17시,주간,금요일,차량단독,전도,과속,단일로,기타단일로,승용차,승용차,없음,없음,1,3,4,0,0
평택시,2017,2017-04-14 08시,주간,금요일,차대차,정면충돌,교차로 통행방법 위반,교차로,교차로내,이륜차,이륜차,승합차,승합차,1,0,2,0,1
평택시,2017,2017-04-14 04시,야간,금요일,차량단독,전도,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,없음,없음,1,0,1,0,0
파주시,2017,2017-04-13 15시,주간,목요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,1,0,1,0,0
포천시,2017,2017-04-13 06시,주간,목요일,차대차,측면충돌,안전거리 미확보,단일로,기타단일로,승용차,승용차,화물차,화물차,1,1,2,0,0
시흥시,2017,2017-04-13 05시,야간,목요일,차대차,정면충돌,직진 및 우회전차의 통행방해,교차로,교차로내,화물차,화물차,화물차,화물차,1,1,2,0,0
광주시,2017,2017-04-13 05시,야간,목요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,1,0,1,0,0
용인시,2017,2017-04-12 23시,야간,수요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,1,0,1,0,0
김포시,2017,2017-04-12 20시,야간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,1,0,1,0,0
파주시,2017,2017-04-12 15시,주간,수요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,1,2,0,0
안양시,2017,2017-04-12 00시,야간,수요일,차대차,정면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,2,0,2,0,0
평택시,2017,2017-04-11 09시,주간,화요일,차대차,측면충돌,차로위반(진로변경 위반),단일로,기타단일로,이륜차,이륜차,승용차,승용차,1,0,1,0,0
수원시,2017,2017-04-10 22시,야간,월요일,차대차,정면충돌,신호위반,교차로,교차로내,승합차,승합차,원동기장치자전거,원동기장치자전거,1,1,4,0,2
의정부시,2017,2017-04-10 15시,주간,월요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,보행자,보행자,1,0,1,0,0
파주시,2017,2017-04-08 05시,야간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,0,1,0,0
포천시,2017,2017-04-08 01시,야간,토요일,차량단독,전도,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,1,2,0,0
성남시,2017,2017-04-07 20시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
광명시,2017,2017-04-07 19시,야간,금요일,차대차,측면충돌,안전거리 미확보,단일로,터널안,이륜차,이륜차,화물차,화물차,1,0,1,0,0
안산시,2017,2017-04-07 11시,주간,금요일,차대차,정면충돌,신호위반,교차로,교차로내,자전거,자전거,승용차,승용차,1,0,1,0,0
연천군,2017,2017-04-06 13시,주간,목요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0
평택시,2017,2017-04-06 03시,야간,목요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,1,0,1,0,0
고양시,2017,2017-04-05 15시,주간,수요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0
고양시,2017,2017-04-04 12시,주간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,2,0,1
시흥시,2017,2017-04-04 08시,주간,화요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0
시흥시,2017,2017-04-04 08시,주간,화요일,차대사람,기타,과속,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
평택시,2017,2017-04-03 05시,야간,월요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1,0,2,1,0
수원시,2017,2017-04-03 02시,야간,월요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
화성시,2017,2017-04-02 21시,야간,일요일,차대차,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,화물차,화물차,1,0,1,0,0
성남시,2017,2017-04-01 21시,야간,토요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,1,0,1,0,0
화성시,2017,2017-04-01 16시,주간,토요일,차대차,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,1,0,1,0,0
파주시,2017,2017-03-31 20시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1,0,1,0,0
안산시,2017,2017-03-30 04시,야간,목요일,차대차,정면충돌,보행자 보호의무 위반,교차로,교차로내,승용차,승용차,승용차,승용차,1,0,5,0,4
이천시,2017,2017-03-29 06시,주간,수요일,차대차,정면충돌,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,화물차,화물차,1,1,2,0,0
이천시,2017,2017-03-28 20시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1,0,1,0,0
부천시,2017,2017-03-26 04시,야간,일요일,차대차,정면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,승용차,승용차,1,1,3,0,1
안산시,2017,2017-03-25 08시,주간,토요일,차대차,정면충돌,중앙선 침범,교차로,교차로내,승용차,승용차,화물차,화물차,1,0,3,0,2
고양시,2017,2017-03-24 05시,야간,금요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,1,3,11,1,6
수원시,2017,2017-03-24 00시,야간,금요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
부천시,2017,2017-03-23 11시,주간,목요일,차대사람,횡단중,중앙선 침범,교차로,교차로부근,화물차,화물차,보행자,보행자,1,0,1,0,0
이천시,2017,2017-03-22 08시,주간,수요일,차대차,기타,신호위반,교차로,교차로부근,승용차,승용차,승용차,승용차,1,1,3,0,1
의왕시,2017,2017-03-22 06시,주간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1,0,1,0,0
양주시,2017,2017-03-22 00시,야간,수요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,1,1,2,0,0
화성시,2017,2017-03-21 22시,야간,화요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
이천시,2017,2017-03-20 21시,야간,월요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0
평택시,2017,2017-03-19 02시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
시흥시,2017,2017-03-18 06시,주간,토요일,차대차,정면충돌,신호위반,교차로,교차로내,이륜차,이륜차,화물차,화물차,1,0,1,0,0
포천시,2017,2017-03-18 01시,야간,토요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승합차,승합차,승용차,승용차,1,1,2,0,0
용인시,2017,2017-03-18 01시,야간,토요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,2,4,0,1
동두천시,2017,2017-03-18 00시,야간,토요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1,0,1,0,0
평택시,2017,2017-03-17 19시,야간,금요일,차대차,정면충돌,차로위반(진로변경 위반),단일로,기타단일로,화물차,화물차,이륜차,이륜차,1,0,1,0,0
의정부시,2017,2017-03-17 05시,야간,금요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1,0,1,0,0
화성시,2017,2017-03-17 04시,야간,금요일,차대차,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,화물차,화물차,1,0,1,0,0
의정부시,2017,2017-03-15 23시,야간,수요일,차대차,정면충돌,안전거리 미확보,단일로,기타단일로,이륜차,이륜차,승합차,승합차,1,0,1,0,0
시흥시,2017,2017-03-15 06시,주간,수요일,차대차,추돌,안전거리 미확보,단일로,기타단일로,화물차,화물차,화물차,화물차,1,0,5,0,4
안산시,2017,2017-03-15 00시,야간,수요일,차대사람,기타,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
안산시,2017,2017-03-14 07시,주간,화요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,1,1,6,1,3
시흥시,2017,2017-03-14 03시,야간,화요일,차대차,정면충돌,신호위반,교차로,교차로내,화물차,화물차,승용차,승용차,1,0,1,0,0
안성시,2017,2017-03-13 19시,야간,월요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
양평군,2017,2017-03-13 12시,주간,월요일,차대차,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,화물차,화물차,1,0,2,0,1
고양시,2017,2017-03-13 08시,주간,월요일,차대차,추돌,안전운전 의무 불이행,단일로,교량위,승용차,승용차,승용차,승용차,1,2,3,0,0
시흥시,2017,2017-03-12 21시,야간,일요일,차대사람,기타,과속,단일로,기타단일로,승합차,승합차,보행자,보행자,1,0,1,0,0
연천군,2017,2017-03-11 19시,야간,토요일,차대사람,횡단중,과속,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0
평택시,2017,2017-03-11 13시,주간,토요일,차대차,정면충돌,과속,교차로,교차로내,승용차,승용차,원동기장치자전거,원동기장치자전거,1,0,1,0,0
수원시,2017,2017-03-11 00시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,1,0,1,0,0
화성시,2017,2017-03-10 00시,야간,금요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
성남시,2017,2017-03-09 01시,야간,목요일,차량단독,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,0,1,0,0
광주시,2017,2017-03-08 06시,주간,수요일,차대차,측면충돌,앞지르기 금지위반,교차로,교차로내,화물차,화물차,승합차,승합차,1,5,7,0,1
의정부시,2017,2017-03-08 01시,야간,수요일,차대사람,횡단중,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
성남시,2017,2017-03-07 04시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
의정부시,2017,2017-03-07 01시,야간,화요일,차량단독,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,0,1,0,0
오산시,2017,2017-03-06 18시,야간,월요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,건설기계,건설기계,보행자,보행자,1,0,1,0,0
평택시,2017,2017-03-06 10시,주간,월요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
남양주시,2017,2017-03-06 09시,주간,월요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1,0,1,0,0
고양시,2017,2017-03-06 05시,야간,월요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1,0,2,0,1
안양시,2017,2017-03-06 00시,야간,월요일,차대차,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,1,0,2,0,1
평택시,2017,2017-03-06 00시,야간,월요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1,0,1,0,0
여주시,2017,2017-03-05 21시,야간,일요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,1,0,1,0,0
용인시,2017,2017-03-05 21시,야간,일요일,차대차,측면충돌,신호위반,교차로,교차로부근,승용차,승용차,승용차,승용차,1,2,3,0,0
화성시,2017,2017-03-04 17시,주간,토요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,1,0,1,0,0
양주시,2017,2017-03-04 11시,주간,토요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,화물차,화물차,1,0,2,0,1
부천시,2017,2017-03-02 20시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1,0,1,0,0
수원시,2017,2017-03-02 06시,주간,목요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
의왕시,2017,2017-02-28 19시,야간,화요일,차대사람,횡단중,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
연천군,2017,2017-02-28 14시,주간,화요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,없음,없음,1,1,2,0,0
파주시,2017,2017-02-28 12시,주간,화요일,차대차,측면충돌,교차로 통행방법 위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,화물차,화물차,1,0,1,0,0
이천시,2017,2017-02-28 11시,주간,화요일,차량단독,전도,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,없음,없음,1,0,1,0,0
수원시,2017,2017-02-28 09시,주간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
파주시,2017,2017-02-27 11시,주간,월요일,차량단독,기타,기타(운전자법규위반),단일로,기타단일로,자전거,자전거,없음,없음,1,0,1,0,0
안양시,2017,2017-02-27 02시,야간,월요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,0,1,0,0
양평군,2017,2017-02-24 13시,주간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,없음,없음,1,1,2,0,0
평택시,2017,2017-02-24 06시,주간,금요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,1,0,1,0,0
오산시,2017,2017-02-24 01시,야간,금요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,0,1,0,0
시흥시,2017,2017-02-22 15시,주간,수요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,1,0,1,0,0
광주시,2017,2017-02-21 11시,주간,화요일,차대차,측면충돌,부당한 회전,단일로,기타단일로,화물차,화물차,화물차,화물차,3,0,3,0,0
광주시,2017,2017-02-21 06시,주간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
용인시,2017,2017-02-20 14시,주간,월요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1,0,1,0,0
고양시,2017,2017-02-20 10시,주간,월요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1,0,1,0,0
용인시,2017,2017-02-19 21시,야간,일요일,차대차,정면충돌,과속,교차로,교차로횡단보도내,승용차,승용차,승용차,승용차,1,0,1,0,0
안성시,2017,2017-02-19 20시,야간,일요일,차대차,정면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승합차,승합차,1,0,5,0,4
오산시,2017,2017-02-19 17시,주간,일요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,이륜차,이륜차,1,0,1,0,0
의정부시,2017,2017-02-17 18시,야간,금요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,1,1,5,0,3
하남시,2017,2017-02-16 20시,야간,목요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,원동기장치자전거,원동기장치자전거,1,0,1,0,0
파주시,2017,2017-02-16 12시,주간,목요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0
용인시,2017,2017-02-16 06시,주간,목요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
파주시,2017,2017-02-16 05시,야간,목요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0
수원시,2017,2017-02-16 05시,야간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1,0,1,0,0
평택시,2017,2017-02-15 08시,주간,수요일,차대차,정면충돌,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,승용차,승용차,승용차,1,0,2,1,0
화성시,2017,2017-02-13 16시,주간,월요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,0,1,0,0
오산시,2017,2017-02-13 10시,주간,월요일,차대차,측면충돌,신호위반,교차로,교차로횡단보도내,자전거,자전거,승용차,승용차,1,0,1,0,0
부천시,2017,2017-02-12 20시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0
