시군명,발생년도,발생일자,주야구분명,사고요일,사고유형_대분류,사고유형,법규위반내용,도로형태_대분류,도로형태,당사자1_대분류,당사자1_차종,당사자2_대분류,당사자2_차종,사망자수,중상자수,부상자수,부상신고자수,경상자수
포천시,2012,2012-11-09 22시,야간,금요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0
용인시,2012,2012-11-09 20시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
동두천시,2012,2012-11-09 16시,주간,금요일,차대차,진행중 추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,자전거,자전거,1,0,1,0,0
안성시,2012,2012-11-09 02시,야간,금요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,승용차,소형,1,0,3,0,2
성남시,2012,2012-11-07 17시,주간,수요일,차대사람,횡단중,안전운전 의무 불이행,단일로,고가도로위,화물차,소형,보행자,보행자,1,0,1,0,0
김포시,2012,2012-11-07 03시,야간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,1,2,0,0
파주시,2012,2012-11-06 23시,야간,화요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,1,0,1,0,0
양주시,2012,2012-11-06 16시,주간,화요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,없음,없음,1,0,1,0,0
성남시,2012,2012-11-06 14시,주간,화요일,차대사람,차도통행중,안전운전 의무 불이행,교차로,교차로내,건설기계,건설기계,보행자,보행자,1,0,1,0,0
안양시,2012,2012-11-06 05시,야간,화요일,차대사람,보도통행중,신호위반,교차로,교차로내,승합차,대형,보행자,보행자,1,0,1,0,0
남양주시,2012,2012-11-06 05시,야간,화요일,차대차,주정차중 추돌,안전운전 의무 불이행,기타/불명,기타/불명,승용차,경형,승용차,중형,1,0,1,0,0
여주시,2012,2012-11-05 11시,주간,월요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,경형,자전거,자전거,1,0,1,0,0
시흥시,2012,2012-11-05 09시,주간,월요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,보행자,보행자,1,0,1,0,0
의정부시,2012,2012-11-05 00시,야간,월요일,차대사람,횡단중,과속,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0
용인시,2012,2012-11-04 06시,주간,일요일,차대차,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,승용차,중형,1,0,1,0,0
수원시,2012,2012-11-02 22시,야간,금요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0
광주시,2012,2012-11-02 17시,주간,금요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,중형,1,1,3,0,1
남양주시,2012,2012-11-02 15시,주간,금요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,자전거,자전거,1,0,1,0,0
과천시,2012,2012-11-02 13시,주간,화요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,중형,없음,없음,1,1,2,0,0
수원시,2012,2012-11-02 13시,주간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,고가도로위,화물차,중형,보행자,보행자,1,0,1,0,0
남양주시,2012,2012-11-02 08시,주간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0
화성시,2012,2012-11-01 02시,야간,목요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,1,0,1,0,0
가평군,2012,2012-10-31 22시,야간,수요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,소형,승용차,대형,1,3,4,0,0
평택시,2012,2012-10-31 18시,야간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
이천시,2012,2012-10-31 18시,야간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,소형,보행자,보행자,1,0,1,0,0
오산시,2012,2012-10-31 16시,주간,수요일,차대차,측면충돌,신호위반,교차로,교차로내,화물차,대형,이륜차,소형,1,0,1,0,0
남양주시,2012,2012-10-31 13시,주간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,1,0,1,0,0
파주시,2012,2012-10-31 12시,주간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,대형,보행자,보행자,1,0,1,0,0
여주시,2012,2012-10-31 11시,주간,수요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,1,0,1,0,0
성남시,2012,2012-10-31 08시,주간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0
안양시,2012,2012-10-30 21시,야간,화요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,고가도로위,승용차,중형,보행자,보행자,1,0,1,0,0
김포시,2012,2012-10-30 10시,주간,화요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,원동기장치자전거,원동기장치자전거,1,0,1,0,0
안산시,2012,2012-10-30 09시,주간,화요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,승용차,중형,1,3,9,0,5
안성시,2012,2012-10-30 05시,야간,화요일,차대차,기타,보행자 보호의무 위반,단일로,횡단보도상,승용차,대형,승용차,소형,1,0,1,0,0
용인시,2012,2012-10-30 03시,야간,화요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,화물차,대형,1,0,1,0,0
안성시,2012,2012-10-29 19시,야간,월요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,건설기계,건설기계,1,0,1,0,0
평택시,2012,2012-10-29 18시,야간,월요일,차대차,진행중 추돌,안전거리 미확보,단일로,기타단일로,승용차,중형,건설기계,건설기계,1,0,2,0,1
안성시,2012,2012-10-29 17시,주간,월요일,차대사람,기타,안전운전 의무 불이행,기타/불명,기타/불명,화물차,중형,보행자,보행자,1,1,2,0,0
안양시,2012,2012-10-29 07시,주간,월요일,차량단독,기타,기타(운전자법규위반),단일로,기타단일로,승합차,중형,없음,없음,1,0,1,0,0
화성시,2012,2012-10-28 19시,야간,일요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,1,0,1,0,0
남양주시,2012,2012-10-28 14시,주간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1,0,2,0,1
안성시,2012,2012-10-28 03시,야간,일요일,차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,2,0,1
남양주시,2012,2012-10-28 00시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,횡단보도상,승용차,중형,보행자,보행자,1,0,1,0,0
여주시,2012,2012-10-27 11시,주간,토요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0
화성시,2012,2012-10-27 04시,야간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,소형,없음,없음,1,0,1,0,0
남양주시,2012,2012-10-27 01시,야간,토요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,대형,1,0,1,0,0
광명시,2012,2012-10-26 19시,야간,금요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0
용인시,2012,2012-10-26 18시,야간,금요일,차대사람,횡단중,신호위반,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0
평택시,2012,2012-10-26 00시,야간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,없음,없음,1,0,1,0,0
부천시,2012,2012-10-25 21시,야간,목요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,자전거,자전거,1,1,2,0,0
안성시,2012,2012-10-25 06시,주간,목요일,차대차,기타,중앙선 침범,단일로,기타단일로,화물차,소형,화물차,중형,1,1,2,0,0
성남시,2012,2012-10-25 05시,야간,목요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로부근,승용차,소형,보행자,보행자,1,0,1,0,0
화성시,2012,2012-10-25 03시,야간,목요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,화물차,대형,1,1,2,0,0
이천시,2012,2012-10-24 07시,주간,수요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,소형,승용차,경형,1,1,2,0,0
군포시,2012,2012-10-23 19시,야간,화요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,중형,보행자,보행자,1,0,1,0,0
김포시,2012,2012-10-23 19시,야간,화요일,차대차,기타,교차로 통행방법 위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,화물차,소형,1,1,2,0,0
화성시,2012,2012-10-23 16시,주간,화요일,차대사람,기타,신호위반,단일로,횡단보도상,승합차,대형,보행자,보행자,1,0,1,0,0
시흥시,2012,2012-10-23 05시,야간,화요일,차대차,기타,안전운전 의무 불이행,교차로,교차로내,화물차,중형,승용차,경형,1,0,1,0,0
이천시,2012,2012-10-22 23시,야간,월요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,특수차,대형,보행자,보행자,1,0,1,0,0
과천시,2012,2012-10-22 10시,주간,월요일,차대사람,기타,기타(운전자법규위반),교차로,교차로부근,승용차,경형,보행자,보행자,1,0,2,0,1
남양주시,2012,2012-10-22 09시,주간,월요일,차량단독,공작물충돌,안전거리 미확보,단일로,기타단일로,승용차,소형,없음,없음,1,0,1,0,0
양주시,2012,2012-10-21 04시,야간,일요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,없음,없음,1,4,5,0,0
안산시,2012,2012-10-20 00시,야간,토요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,소형,승용차,중형,1,3,4,0,0
고양시,2012,2012-10-19 14시,주간,금요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,중형,보행자,보행자,1,0,2,0,1
성남시,2012,2012-10-19 14시,주간,금요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,보행자,보행자,1,0,2,1,0
김포시,2012,2012-10-19 06시,주간,금요일,차대차,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,소형,1,0,1,0,0
남양주시,2012,2012-10-18 21시,야간,목요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,승용차,중형,1,0,1,0,0
화성시,2012,2012-10-18 20시,야간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0
파주시,2012,2012-10-18 17시,주간,목요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,대형,1,0,2,0,1
양평군,2012,2012-10-18 16시,주간,목요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,2,0,3,0,1
안산시,2012,2012-10-18 15시,주간,목요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,대형,보행자,보행자,1,0,1,0,0
안산시,2012,2012-10-17 22시,야간,수요일,차량단독,기타,안전운전 의무 불이행,단일로,터널안,승용차,중형,없음,없음,1,0,1,0,0
양주시,2012,2012-10-17 22시,야간,수요일,차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,교량위,화물차,소형,없음,없음,1,0,1,0,0
김포시,2012,2012-10-17 17시,주간,수요일,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,1,0,1,0,0
성남시,2012,2012-10-17 06시,주간,수요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
성남시,2012,2012-10-16 22시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0
동두천시,2012,2012-10-16 14시,주간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,보행자,보행자,1,0,1,0,0
화성시,2012,2012-10-16 02시,야간,화요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,특수차,대형,1,0,1,0,0
